Post_Text,Emotions
i feel alarmed her fingers gripping tight i see her pleading eyes so i start to disguise and say that everythings alright,fear
i did not realize how absolutely bad i was feeling with weight pain and the emotional toll until i was gluten free for weeks,sadness
i was feeling a little sentimental,sadness
i feel shaken by what the mps did but you make it all better,fear
i do love the idea of having slave brothers but not at expense that i feel ignored lonely and frustrated and so depressed,sadness
i want to commit to continuing to post here once a week or so but i want those posts to only be about books i feel completely passionate about or have a diversionary story to connect to them that might make you laugh,joy
i feel disgusted and lose respect for them as a lady he said,anger
i really feel so lame today,sadness
id been feeling a bit curious,surprise
i remember wandering down a back road with my father sitting on my throne watching the trees whiz by feeling the rumble of our bike beneath us like a contented giant cat,joy
i aimlessly do whatever i feel like doing with no sense of rhyme or reason and get easily distracted and start something else bouncing pointlessly without finishing what i started,anger
i had been feeling resentful of my parents for some few hours,anger
i still feel quite contented amp happy lah,joy
i wonder what the other students in my classes feel of my being fearless to throw answers out there,joy
i don t know this shit happens but every time i find out about yet another secret makeshift graveyard full of women s bones i feel that enraged impotence just like it was the first time,anger
i feel there are very smart people that can count all these numbers but i am not one,joy
i left gastro feeling impressed,surprise
i feel like our society has programmed little girls to begin dreaming of having a prince charming a big wedding and a happy family at a very young age,joy
i feel too greedy to actually ask them,anger
i also feel slightly relieved that we didnt have it out with him about the racist language,joy
i also find that it gives me a light energy lift and maybe this is my imagination but i also feel a connection and partnership with my plant friends which is a terrific way to start off the gardening season which i did in earnest this weekend and will post details of during the week ahead,joy
i feel it has damaged your relationship with tygerman and ours with each other,sadness
i am afraid of my emotions because certain people cause me to feel assaulted by feeling and i just get hammered by their waves as if i am an tempestuous ocean raging and only god knows why,sadness
i am just making people upset and feel irritated,anger
i usually love being home im starting to feel anxious about all of this,fear
i have a task i hate to do i put the kitchen timer on for fifteen minutes it makes me feel like i wont be tortured for long,anger
i left feel serence and impressed by the man he is,surprise
i feel like i havent sit still since my birthday which i am loving,love
i cant dos that leave me feeling helpless,fear
i definitely succumbed to pre holiday sales but i feel good going into the holiday season i probably shouldnt say that though,joy
i can have for a treat or if i am feeling festive,joy
i feel is more energetic in urban singapore than elsewhere,joy
i also feel that it should be pence as i am sure readers will not mind paying that,joy
i feel like if i continue i ll start the babble and bore the heck out of anyone reading so i ll just try to finish it with a few thankful thoughts,joy
i feel so amazing and i m so by a href http yourweightlossmethods,joy
i feel like this is a little timid on the part of these writers,fear
id like to be losing a month but i know that a month is not sustainable for me and i am losing a month without feeling deprived which is more awesome than i can explain,sadness
i feel like someone needs to invest money in it because it could be gorgeous,joy
i feel like i m really doing something worthwhile,joy
i am sure she makes all waiting couples feel this way but we left feeling like she is pulling for us and she will be so thrilled when it all works out,joy
i as representative of everything thats wrong with corporate america and feel that sending him to washington is a ludicrous idea,surprise
i feel joyful somehow i feel lost i do not know whats going on or what i am supposed to do next,joy
im feeling positive but its impossible to describe the busy exhausted adrenaline filled craziness of having a preemie in the nicu,joy
i could smell the chlorine feel my aching muscles see my portly mustached coach and prepubescent teammates and hear the whistles and hollers from the parents in the stands,sadness
i began to feel a lot better about the situation and decided to just keep doing what i was doing,joy
i have been feeling extraordinarily indecisive about which innocent crush fabrics i love the most,fear
i feel shamed that i hoped for one last christmas because i know she would never want to live life as she is now helpless and weak,sadness
i love for my girls to have an imagination and read fair tales but i feel strongly that reality is also important,joy
i feel like im not gonna lie im really surprised that i feel like i should share this,surprise
i wont say the insecure feelings are gone but if i feel shitty i just grab the card and read it,sadness
i feel humiliated this weekend as my children ran wild,sadness
i feel food smarter already and slightly annoyed calories counting is so annoying,anger
i woke up feeling ecstatic for about seconds and then reality hit and it just made me all upset again,joy
i feel most vulnerable exhausted and plum used up i look up to the heavens and catch myself muttering pleading god be enough,fear
i and feel quite ungrateful for it but i m looking forward to summer and warmth and light nights,sadness
i feel extremely shitty today,sadness
i feel the need to work on caring,love
i feel extremely intimidated,fear
i tend to feel like my stove runs hot so i am either usually at lower temperatures than a lot of recipes suggest or shorter times,love
i dont want to say the word problems and i feel like i know these will probably get resolved but man,joy
i feel so shamed that i want to give up,sadness
i thought it would be fun and therapeutic and that i would feel useful and helpful by keeping up her blog,joy
i feel pathetic because i shouldn t complain about these things when out there people are having really hard times and this is only bullshit,sadness
i have a lot to learn i feel like people are supportive of me,love
i get the feeling of the idiotic girls i see everyday at school,sadness
i don t feel alarmed and wonder if i should,fear
i feel invigorated full of energy ready for the day ahead,joy
i suppose i ended up feeling that some of these clues were a bit too clever for their own good,joy
ive been consumed by guilt and other feelings of discontent,sadness
im already feeling stressed two weeks before thanksgiving,sadness
i love your style and feel very comfortable with your writings,joy
im feeling apprehensive about it,fear
i guess we would naturally feel a sense of loneliness even the people who said unkind things to you might be missed,anger
i hope she leaves you and i hope you feel heartbroken that you messed up your marriage,sadness
i was feeling a bit nostalgic and typed all this up literally without thinking about what i was writing,love
i pray that you will join me by leaving comments and ideas and leave each time feeling a little more tranquil and a little less stressed,joy
i am sure he has no idea the way i truly feel not only am i immensely attracted to him but he is intelligent and we can actually enjoy conversation,joy
i have to force myself to do it because i am a missionary haha i feel like my personality isn t the perfect one for being a missionary,joy
i believe a lot of people can feel this way not in an entirely sympathetic turn for the victim and those closest to him but an inherent fear of something like this happening to oneself,love
i zapper controls seemed to feel the most user friendly and you could easily access everything with them,joy
i feel wonderful shayla admitted,joy
i just don t understand the betrayal the lying the hiding and the making me feel like crap with comments of you re paranoid,fear
i feel safe around you and i never wanna lose you or let you go ever,joy
i would say just try being kind to yourself and feel proud for another day without alcohol x,joy
i kept all the money then i would feel greedy,anger
i heard that he still has feelings for me i make him horny and i believe he even made mention of hooking up but it wouldn t be fair to insert her here,love
i feel like i deserve to be broke with how frivolous i am,sadness
im just going to continue feeling this pain and suffering in my chest every time i breathe,sadness
i have arrived home feeling some remorse and a bit troubled,sadness
id feel so defeated and id have to lick my wounds,sadness
i am feeling pretty confident that on monday i will get up and slip in to the water at masters swim and enjoy my time with everyone there,joy
i had struggled through a difficult pregnancy i was feeling apprehensive and excited at the same time about the soon to be newest member of our family,fear
i think it goes back to never feeling accepted when i was growing up a learned internal diatribe i need to let go of,joy
i dunno i just feel so useless,sadness
i get really frustrated whenever i talk with them i also feel compassionate toward them because they believe so passionately in things that are just dead wrong and frankly dont make sense,love
i was still feeling distraught about the lack of progress on the baby front as well,fear
i feel like it s totally vain and totally necessary at the same time,sadness
i dont give a fuck because i feel like i cannot elicit any positive change or shifts within my current client load,joy
i think this is because i feel as if it is unimportant to be out with people or talk to people because it seems as if i have little to say that is interesting,sadness
i firmly believe that you shouldnt have to spend a lot to look feel fantastic and i love mixing style steals with higher end items,joy
im the type of person where the sun helps me feel and the gloomy nature of rainy cloudy days makes me depressed,sadness
i was feeling pretty bitchy,anger
i feel very excited about the future of gaming right now,joy
im only trying to tell you exactly how i feel beeeeeeeeeeeing this sincere,joy
i was a little sprog and feeling all throw up y and listless and unable to eat mum would go okay think about this what in the whole world could you possibly eat,sadness
i do wear diapers once in a while but only when i m feeling casual,joy
ill find you everyday if you feel not annoyed,anger
i can feel my brain aching from the intense concentration required to try and keep up,sadness
i feel like i just wanna buy any cute make up i see online or even the one,joy
i am still feeling good,joy
i cant help but feel sentimental about the fact that we were drawn here,sadness
i feel like a smug mom since i know i was finally not the one to cause such chaos and mayhem,joy
i start feeling dumb,sadness
i feel but i m not convinced that twitter is the best tool for this,joy
i just really was feeling appreciative of and connected to nature,joy
i feel ugly and sad and i just want to stop comparing myself,sadness
i must say that i do feel better in myself and im really excited about reaching views for my beloved blog i love wearing tights,joy
i would buy something from tropical smoothie and eat half of it and then feel like i was disgusted to even take an extra sip or bite,anger
i am feeling better right now,joy
i feel like i am an island of pain and i need to be isolated from them all so i dont contaminate them with my sadness,sadness
i have a feeling all these days of troubled minds are useless i will let it remain status quo eventually d,sadness
i feel so beaten down and defeated,sadness
when going to the exam,fear
i am now in cyprus seeing my timeline so visibly and i ask myself why do i feel so stressed at home when i could feel so relaxed like i do now,sadness
i experience genuinely great i feel delighted,joy
i find that despite the fact that i feel like i really liked this book i certainly read through the entire thing like i had a physical need to find out what happens next i cant think of anything to say about it,love
i sat in the car and read my book which suited me just fine i also wasnt feeling very sociable that morning due to a rather bad nightmare the night before so reading my book was the best thing to do,joy
i feel sorry for a href http bluestarlight,sadness
i can not help but feel distraught about it,fear
i always think about are act the way i want to feel so even when im grumpy i still need to act pleasant and happy and then i will start to feel more that way,anger
i am under pressure at the place i spend most of my week on past experience i will tend to feel more unhappy for longer periods,sadness
i was really starting to feel discouraged,sadness
i really feel entertained and informed when i listen to it,joy
i expected but it did feel hopeful and it definitely shed new light on her family,joy
i was feeling very spiteful and was only encouraged by this bit of information,anger
im feeling so lethargic and these shows are keeping me amused,sadness
i feel so much love for him and he is so supportive,love
i was and championed me to feel and be fearless,joy
i truly feel that if you are passionate enough about something and stay true to yourself you will succeed,joy
i am so excited to meet her honored i get to carry her feel so special each and every time she kicks,joy
i feel so helpless when i look out at the world,fear
im glad i feel this way because if i didnt then id know that i had finally hit that point of not caring about anyone or anything,love
i feel discouraged and realize face palm that i need to look at things with a different perspective to be grateful about anything i can find,sadness
