Post_Text,Emotions
im feeling incredibly grumpy today a combination of hay fever rain and the stress of our hopefully imminent move,anger
i am feeling stressed like that is to the water,anger
i guess i feel betrayed because i admired him so much and for someone to do this to his wife and kids just goes beyond the pale,joy
i am still feeling gloomy and down,sadness
i was feeling very bah humbugish coming out of this year s thanksgiving weekend and was not thinking pleasant christmas thoughts about the gift giving guilt trip conspiracy run by the marketing racket the decorating and the whole thing in general,joy
i feel amazed when i saw the final result even thos without fishes inside,surprise
i had started about two days ago with some sound sensitivity that i hadnt been having for a little while and then i started with feeling almost like motion if you will from movements and then started with smell sensitivity but luckily it hasnt bothered me since last night,anger
i want so much to feel successful and not frantic that my prep time can be what takes up my own time for painting my own projects,joy
i often feel like a traitor to my sex but i am assured by the fact that i feel i am helping men become better candidates for interaction,joy
i turn up feeling more than a little apprehensive,fear
i didn t take the time to count the money partly because the cashier was already ringing up the next customer and i was feeling a bit rushed and in the way with the next person in line crawling up my back,anger
i feel my morals are being seriously assaulted and comprimised,fear
i feel sympathetic to the dalai lama,love
i feel no need to offer it though i do feel a bit suspicious in the area of is she doing this just to try and lump all the people who have bothered to argue cogently with her in with the woman hating misogynists,fear
i won t feel like the jolly green giant while clothes shopping,joy
i feel a little damaged,sadness
i feel stressed or my family is being negative work is my getaway and every stressor goes away because of the kids,sadness
i party darling don t close ss ur eyes just look at me wll feel hotest body excotick beaty between in my to leg s will be yummyy and u wll be deisire just take a horny enjoin movie record,love
i was feeling fine,joy
i feel amused and free,joy
i needed to relax b i didnt really feel like being productive and c the weather was not,joy
i feel fucked tape re recorded,anger
i feel like they hated me but i m too scared to listen to the tape,anger
i remember feeling so thankful to be able to put my feet up and enjoy taking care of newborns right before id be able to take care of my own,joy
i was just telling you how i feel about you and all you reply back was just since when you started caring for me so much,love
i wasn t feeling especially sympathetic,love
