Post_Text,Emotions
i didnt feel there was anything special about it,joy
i feel lame sitting at home reading if there was wind outside,sadness
i feel a bit discouraged,sadness
i was actually starting to feel pretty cranky about the situation and was avoiding a lot of phone calls because i really just didnt want to talk to anyone about being late,anger
i also feel curious when i read all the readings because not only i want to have depth understanding of social constructivism itself but also i found this unit gives opportunity for me to understand the philosophy of each type of constructivism,surprise
i have eaten at many restaurants and feel that we enjoy the cheaper but much more delicious eateries than these more elegant but lacking in spice and flavor places,joy
i feel hot i drank some cold drink or find some ice dessert such as chendol or ice kacang,love
i imagine ill eventually migrate to the middle but even alone that feels greedy to me,anger
i just want to run somewhere where i feel safe,joy
i feel as weird criticizing this game as much as i feel weird praising it,fear
i was already nervous about this match but by the time i got there i was simply feeling glad to be alive after a treacherous journey through foul weather,joy
i feel kinda violent today,anger
i tend to lose feel for the water pretty quickly when im not in the water every other day and i felt this during the race,joy
i have said many times i don t want it to feel fake or overdone,sadness
i was feeling shaken walking along the streets and less able to concentrate on not having an accident while simultaneously worrying about having one due to not concentrating,fear
i feel good about the project,joy
i just feel jaded about it all now,sadness
i feel helpless at the same time wherein practically no other option than to just sit and watch the drama,fear
i am feeling extremely pleased with myself and i decide to give the guy another rupees,joy
im watching a movie called sharknado i feel like my intelligence is being insulted,anger
i have to try and adjust to not overdoing it and feeling kind of useless and frustrated with the physical limitations,sadness
i was talking to elder ditlevsen the other day about my plans at college and things and how you guys were all way excited for me to get back and he told me that he remembered feeling a little nervous as a parent,fear
i feel that i shouldnt be his back up a rel nofollow target blank title girlfriend href http eepctqlhiafjwnrrmas,sadness
i believe people who use fulsome manners only for social reasons they aren t on the top of the scale of human evolution and i feel hurt by their fake behavior,sadness
i sit down to author this letter i feel a little surprised that an entire year has already passed us by,surprise
i was sleeping in my room but woke in the middle of the night to think i could hear noises and see shadows moving i felt that someone was in the house,fear
ive got no brothers in the family i feel incredibly blessed to be gifted with sisters who drive me up the wall and who also happens to be the ones who make me feel most comfortable being myself,joy
i admire makes me feel amazed at my life,surprise
i love rocking her to sleep at nap time during the day and not feeling rushed or exhausted,anger
i love shopping on sites where i feel welcomed maybe its the phrases the story the images the extra services,joy
i already feel sleep deprived and short on time but if i really want to become a person that i can be proud of i need to start investing and stop paying the minimum amount on my credit card,sadness
i was warming up starting feeling a little lethargic,sadness
i feel so pretty and glamorous,joy
i can listen to it and feel dissatisfied,anger
ive been without a home without somewhere that i feel truly welcomed and safe,joy
i feel this triumphant pride as i stand at the counter like i am achieving some high level male honor because i am a female doing this a redhead to boot,joy
im not feeling terribly adventurous plus i have family visiting so i cant completely neglect them meaning its going to be business as usual for me,joy
i will go to the supermarket and feel up tomatoes and hope life imitates art and some cute guy will ask me out,joy
i feel as if anything less than points is acceptable and that we can forgive the team for losing at old trafford or stamford bridge,joy
i am tired of feeling useless tired of feeling uninteresting nor funny nor smart nor beautiful nor important,sadness
i swear he had feelings that teddy i was so convinced of that and i was very very careful to always make him feel special and more loved than any of my other toys and teddies,joy
i was feeling productive,joy
i feel a bit disillusioned about men as a whole population,sadness
i am sitting here feeling pretty miserable at the moment,sadness
i feel like im not as stubborn,anger
i feel that because of our own love of reading and writing that we are more compassionate and understanding about the struggles that both new and established writers go through,love
i read promotional emails and advertisements or listen to television commercials and dialogue in shows and movies or hear people around me in everyday life use commands such as the following examples i feel dismayed for them,sadness
i straight away started to feel my blood boil anger coming over me and that very nerve getting agitated,anger
i am feeling hmmmmm melancholy,sadness
i mean i could literally feel him feeling content,joy
i have essentially at least in my mind solved these design problems i just don t fucking feel like working them out in all their iterations i just feel like i can t be bothered leave that shit to the junior designers,anger
i feel so lucky to get to feel them,joy
i feel awful about not working this summer im finally going to be able to get some real rest and put my feet up,sadness
im not sure your going to feel so gracious in return,joy
i was beginning to think that i had been cut from the ranks of the frugal antics improv challenge and was beginning to feel a bit insecure about my first entry last month,fear
i feel a sense of relief and also sadness because im ending and my colleagues most anyway have been oh so fab,joy
i complete the act i feel temporarily satisfied but the feeling quickly goes away and i feel ashamed or guilty,joy
i feel like falling in love with her is part of being amazed at how she makes our family so much better she tells the advocate,surprise
im sure the bundle guys are feeling pretty generous this time of year,love
i feel your gentle stare and feel your love,love
i don t know about anyone else but there are times when i am feeling low and stressed and i just need to see something pretty,sadness
i feel inadequate in almost everything that i do,sadness
i am and i feel respected and safe with them,joy
i constantly feel lied to and wronged by them i love these people to death,anger
i just wish okay so i was thinking about it earlier today and heres the thing being all cooped up amp restless has made me feel so needy,sadness
i realize that this conversation can make some people feel paranoid or upset generally,fear
i started to feel a sweet feeling of peace,joy
im thankful to work in a place where i can feel comfortable and supported,joy
i am afraid that i will feel very regretful at that time,sadness
i feel like throughout my life to this point in time i can say that ive fucked quite a few people,anger
i do have to wonder when you re cast as a caveman and you re told you re perfect for the part do you feel insulted or complimented,anger
i like colbert because he makes me feel like i could be fully self assured someday,joy
i feel like i had this bitchy undertone the whole convo like kinda sarcastic,anger
i much regret that i allowed johann to accompany me from khartoum i feel convinced he can never rally from his present descara,joy
i have to fight from feeling overwhelmed by it all,surprise
i am good at something that i feel passionate about and all of the other students that graduate this year are in the same boat what happens after,love
i feel that someone is being rude or has wrongly done something to me i lose it,anger
i feel when you dont talk to me my friend so loyal and free i dont want it to stay like this i want to have that bliss,love
i feel that life does not make sense and it would help a lot if suffering made sense,sadness
im not sure how i feel theres just that empty space you left here for me,sadness
i had picked oxbow in the kentucky derby two weeks ago but he turned up as the longest bet for the preakness today and i just had a feeling that the lucas stevens combination wouldnt be beaten,sadness
im zooming right through the second trimester and i feel fantastic just as i did with trinity,joy
i currently have it sitting in a bowl of rice in the sun in the hope it will dry out but im not feeling optimistic,joy
i feel confident about my drawings ill post em up,joy
ive never been a huge holiday person but i definitely feel more festive more hopeful more willing to celebrate others joys,joy
i feel this blank in my mind is stopping me from breaking under this weight,sadness
i settle in other ways based on feeling worthless,sadness
i am in caretaker mode i feel disillusioned with the computer,sadness
i would take days that i would feel low tuck them away and ignore it rather than sitting in it like i had learned to do in the past to get through these moments,sadness
i didnt feel so hot,love
i always feeling strange internal feeling like continuous wailing of siren in my head and when nobody hears i couldnt help crying like a siren when no one heard,surprise
i feel very bitter that i am supposed to be providing this privileged space to someone else and i dont get it,anger
i cannot help but feel outraged to recognize that essentially children in america have no rights at all,anger
i already feel the atmosphere around it seems dangerous,anger
im really just here to write whats on my brain if you want to read it and tell me im crazy stupid boring awesome genius then feel free,joy
i feel useless i don t pay for anything i just sit on the computer and do nothing all day while waiting or sending out resumes,sadness
i love getting out the decorations and feeling festive i am happy to put them away,joy
i feel stupid using this name,sadness
i have given said friend space distance talked to friend about problems given friend more space and now i am left with a sour friendship that will never be what it was and a feeling of being ignored,sadness
ive been saying things for a number of days that i feel may be too optimistic,joy
i wish i could say fuck you to people who make me feel insecure for ever to have existed,fear
i guess what i m trying to say is that i have no abusive boyfriends no crushing of dreams no loss of jobs no real reason to feel depressed but i am,sadness
i feel like a sweet fix then these are now my go to snack,love
i can only feel sympathy for you if you are suffering,sadness
i embrace the joy of others and encourage people to read this blog only if they feel somehow enriched or entertained by it,joy
i feel safer so i didnt have that horrible panicky feeling like i used to after nightmares in the old place but i couldnt get back to sleep,sadness
i head out feeling brave again,joy
i am left to feel helpless to do anything,fear
im totally digging and all the band business over the last little while i feel like ive been totally socially and emotionally neglectful of a lot of shit in my world,sadness
i feel like time is precious so they were dead on with saying i would be interested in time saving devices i m always looking to save time,joy
i am feeling rather triumphant that i decided to disagree with davids notion that the real peak was further on and decided to give the side trail a chance,joy
i feel successful as a lazy mom,joy
i would feel the speech is successful if its very uplifting and gives props to the graduating class,joy
i feel like i cant do anything productive while hes home,joy
i didn t feel very festive during christmas week,joy
i worry that he s feeling resentful for doing woman s work,anger
i have never been happier nor feel more accepted in my whole life,joy
i like the phrase having submissive feelings then being submissive,sadness
i am feeling incredibly thankful for my family,joy
i have the dried bladders all ready for a day im feeling brave,joy
i trust he has a plan and if i stay true to and listen to the promptings in my heart i feel assured that everything will be okay and will be worked out for his plan,joy
ive seen how mean other kids and adults can be to a child who doesnt fit into the norm and no way was i going to label him so he could be made to feel he was anything other than amazing,surprise
i didnt want others negative energy weighing us down and influencing my feelings and thought process during this special time,joy
i mean change is great though unless i feel like i am not alone in what i experience with having high functioning autism it s scary to make decisions and to want to work on myself in order to be the person i want to be,sadness
i feel privileged to have read the stories i received and i enjoyed crafting a piece that i believe does justice to new zealand women screenwriters who write feature films,joy
i can keep another writer from spending four years to get to the point of feeling like they can publish their work and be accepted by readers i will have truly accomplished that goal,joy
i was feeling kinda discouraged because i was stuck but today i proved to myself that i can do things that i didnt think i could do,sadness
i usually start feeling anxious,fear
i feel as dirty as fuck,sadness
i tried but i failed to put much efforts therefore i feel myself getting punished for not able to see my idol i should be i used to watch all of his b amp w movies made during my mothers generation but still i liked him his mesmerism style music his zest for life,sadness
i finally admit im feeling sorry for myself evar ok i finally admit im feeling sorry for myself if bc,sadness
i don t want any of you to feel left out i am offering a discount on my tea totes to you my beloved readers beginning today through april th,love
i don t feel like i was deprived by not being able to,sadness
i was just ungrateful and selfish for wanting a life or wanting something more or at least feeling valued and respected,joy
i think sleeping more is good since ive been feeling sleep deprived all summer,sadness
i dont think i would have touched this book if i hadnt received it for free but once i got past my judgments about the author white people problems entitled rich whining and self delusions i feel like i got something valuable out of this book,joy
i was feeling pretty discontent after that,sadness
i feel we should not be threatened by the idea of caring and should care far more often,fear
i love that i feel valuable i love making the choice i love that it s easy to make the choice to feel good,joy
i am emotionally engaged because i feel that i supporting my own beliefs and values when i support them,joy
i love being an author and feel that ultimately that will be my one career but all these other jobs are fabulous experiences that bring a lot to my writing,joy
i wanted to feel assured,joy
i feel i hate him like i have never ever hated anyone like that but i cant stop looking at his existing symbol,anger
i honestly feel so unhappy with everything in my life and it isnt simple enough for me to be able to change these things that are making me feel so unhappy with a click of the finger,sadness
i feel fucked church of fuck luminaries swinelord are back with a deluxe r,anger
i feel about politics and i have been very shocked at myself for going into this realm though i think that it is at this time the most important considering everything that has been going on in the world stage and in the usa,surprise
i found myself feeling very sorry for quell as dodd deceives him for his own personal benefit,sadness
i had grand plans of baking through my two days off but i mostly ended up just curled up on the couch pouting about not feeling well,joy
im moved in ive been feeling kind of gloomy,sadness
i feel super weak and i havent made it through a whole class in two weeks,joy
i feel troubled deciding whether to go to this hot pot thing at pm or not,sadness
i feel a sense of loss when an extremely talented and passionate engineer who wants to work on certain dsp design eventually takes up a job at a financial number crunching software company only because he did not get the right kind of job,joy
i never feel as alone as i do when i bare my soul to some friend because it s then that i best understand the unbreakable barrier,sadness
i feel like an idiot for looking a bunch of keys that weren t there and i m getting frantic about nick not letting me in for forgetting my keys,fear
i know its too late to crawl back to you but im feeling so alone,sadness
i feel that this kind of website would be amazing for learning purposes in which it already does provide the viewer with knowledge regarding the history of paris,joy
i not feel as happy as i did earlier,joy
i know some people may cringe but when i feel something in me i have to say it and if you wanna get mad well get mad,anger
i am excited i hope they will be a it more personal with us and i wont feel like i am being rushed in and out,anger
i have been in my mm comfort zone for too long and i feel the need to get a bit more creative with my composition,joy
i make new friends in the process i dont feel too slutty lol,love
i feel when i leave at the end of the day is amazing,joy
i would want to welcome into my home if i end up feeling my mommyhood threatened by my inability to breastfeed my baby,fear
i like reading it and feeling sympathetic for people and my mind creates all the descriptive background and scenes the author describes about it,love
i will not feel so alone anymore,sadness
i got a bit caught up in the moment and forgot that at the core of the rude comments and silly songs were the real feelings of a beloved and brilliant comic actor and a very sweet and big hearted young woman,joy
i am by no means complete spiritually or intellectually and believe you never should be however i find myself sometimes looking on others with a knowledge and sense of feeling superior in feeling that i am further along my journey than them,joy
i am not a regular member of this group meaning that i do not follow whats going on very often and also i feel a bit shy in budding in when i do not have much to say but today i have a request for you people,fear
i feel so passionate about it and know this is where god wants me to be but i am human and i do have flaws and short comings,love
i dont know how and i dont know why but i feel as if everything is going to be ok,joy
i was beginning to feel fear nevertheless a stubborn person i am i swept the superstition away but i reminded myself to pay extra caution,anger
i even feel valuable as a person,joy
i was feeling discouraged at this point,sadness
i feel so much more comfortable with myself now that im not trying to dress a certain way that isnt really me,joy
i am feeling a bit disheartened to know that there are still a lot of things that i don t understand and questions that i don t know how to do,sadness
im an academic addict i cant say that im really feeling eager about it right now,joy
i alternated between wishing i would die and then feeling terrified that something would happen to me leaving my newborn son without a mother,fear
i walia feels suspicious about tarun and bani,fear
i do do what i do it always feels worthwhile as soon as i step foot in that stadium wherever it might be in the world i feel at home,joy
i feel a little disheartened,sadness
i feel smart and i want to show it off,joy
i feel much more relaxed this year said jane pollicino who came to ground zero tuesday morning to mourn her husband who was killed at the trade center,joy
i like the padding because it makes the ride more comfortable but it feels funny to walk in when not riding let alone what it looks like lol,surprise
i feel not surprised by where i ended up i m happy with a lot of what i ve achieved the positions i ve put myself in,surprise
i feel the need to pimp this since raini my beloved rocky casting director loves it so much,love
i feel violent or something today,anger
i have to push back the repressed expressions of a child of split marriage and say to myself no you had your chance its too late now to feel enraged by your situation but all i wanna do is yell at the top of my lungs fuck you this aint my fucking problem so dont make it that way,anger
i had to preform a few poems to the class so i will feel confident when i preform,joy
i still wanted to keep my makeup to like a minimum i wanted everything apart from my lips to look natural so i go with super thin eyeliner eyelash curler lashes and powder foundation i feel its a cute and classy look,joy
im definitely feeling remorseful about,sadness
i guess she didnt feel the need to rescue her son from the vicious man eaters,anger
i admit i walked into third wave cafe feeling a little apprehensive but what appeared to be a run of the mill cafe turned out to be a restaurant with great personality and even greater food,fear
i remember wearing the dress feeling fabulous looking fabulous announcing my good news to many friends whilst wearing that dress,joy
i feel without being disturbed by it,sadness
i suggested greys and blues with warm tones as the room is north facing and could feel quite cold and flat,anger
i feel so amazed seeing chiangmai,surprise
i realized what i am passionate about helping women feel accepted and appreciated,love
ive been feeling kinda crappy the last couple days so am just kind of in a blah mood,sadness
i have myself a great tutor to teach me on magic cube and yesterday night i was feeling too thrilled when i finally managed to learn another new pattern to solve for magic cube signing off,joy
i questioned myself wondering why didnt i feel jubilant,joy
i always think of you as such a violent band violently feeling violent lyrics musically violent,anger
i kind of feel like im losing a part of myself as lame as that is to say,sadness
i feel an aching tiredness that goes down to my core,sadness
i feel uncertain of how i can keep my personal development of fitness and health going in the right direction,fear
im feeling determined to face facts have a gander at my donut a href http,joy
i feel somewhat brave for posting this photo again,joy
i inspired but i came away feeling rejuvenated and invigorated,joy
im about to go look for him again when i start to feel calm and think that his phone probably died,joy
i feel like ive gone out of my way to be particularly considerate about not having inconsequential complaints so i dont illicit those feelings in others that i so ungraciously had before as well,love
i may feel that way but the fact that stories created by adults that are meant for children contain messages that are not so innocent really makes me wonder who exactly is more mature,joy
i feel really disheartened and sad and i tried to call ashley and later tried to call rommel,sadness
i cannot in good conscience encourage my young kids read stuff from someone i feel is so vile no matter how good it is,anger
i know i have my family and friends and god but some point in your life in my life i want to feel romantic love again,love
i feel lonely few days before my birthday,sadness
i feel very happy and excited since i learned so many things,joy
i just feel really violent right now,anger
ive been more intensely feeling unloved,sadness
i shouldnt feel altogether mellow,joy
i have also realized that while i may feel fabulous some days today is proof that im still right there in it with all my listeners,joy
i tried to convince them that mine wouldnt actually make them feel crappy like the real deal but they were still reluctant to try it,sadness
i was bitten by a dog,fear
im a marketer and i couldnt be bothered to investigate further which makes me feel that consumers probably cant be bothered either,anger
i often hear that i give a feeling like i m longer here and folks are surprised to hear that i m only years old hyphen,surprise
im feeling rather cranky and impatient with my little one,anger
i feel agitated she said and we continued on to the corner of main and hastings where we saw three or four cops in the middle of a take down and my friend who has an anxiety disorder insisted we get on the wrong bus just to get away,fear
i am feeling a little dull this morning because we had a winetasting at our apartment yesterday to choose the wines for our wedding,sadness
i really hope so i feel so isolated right now and on top of feeling overwhelmed confused lonely stressed and nervous it s really difficult at the moment,sadness
i like it on croissants when im feeling naughty but just eating it alone in a bowl or on a bed of lettuce leaves is satisfying too,love
i feel petty even though the thoughts arent real fleshed out thoughts just these fluttering i should feel like this kind of thoughts,anger
i have been labeled the accuser and for this reason i feel it is my responsibility to bring to your attention this information about whom you have believed to be faithful,joy
i feel a little like tom daley who was rightly ecstatic with his bronze medal i also feel that those delightful ladies from the wi really need to fucking lighten up a bit,joy
i did some really valuable spiritual work and grew of course but i came out of the whole thing feeling stronger not more mellow,joy
i only need to feel respected and safe,joy
i feel her longing to be touched and all that but really with the guy who wanted to control you and make you kill other people,love
i guess im feeling a bit vulnerable and looking for some input tonight,fear
i can see or feel about it is the divine possibility of being with you away alone for one long golden day at last anywhere,joy
i feel a strange sense of achievement that i have scraped every nook and cranny of the shells for juicy morsels,fear
i have visited over other daycare options and it has taken me a year to find one that i feel will even be acceptable,joy
i am new to this forum and i wish to have extended friends and acquaintances here as i feel this is quite a friendly forum,joy
i was feeling especially ungrateful its just that i had no alone time to post anything,sadness
i feel like i have missed out on every single holiday last year so we are hitting it hard this year,sadness
i didnt feel too much it was just casual,joy
i found a good article where you are not to mediate if you feel threatened or intimidated by your ex controlled or you life is controlled by your ex where your child is being manipulated by your ex,fear
i felt a little bit of cramping and the same feelings i had been feeling for weeks so was not bothered by it,anger
i want to give the feeling of being valued,joy
i feel so frightened i just wanted to document the way i m feeling,fear
i have a feeling we ll see the aftermath of laura and gilbert a target blank href http theybf,sadness
i feel proud that illinois is a little ahead,joy
i tried going raw vegan for two weeks and it made me feel awful,sadness
ive learned that people will forget what you said people will forget what you did but people will never forget how you made them feel she showed that our creative work can be a way to show kindness,joy
im usually so strong but she has this ability to make me feel like a naughty child that doesnt know what shes talking about,love
i think thats exactly how ill be i love my year at school but were all leaving at the same time whereas it feels very sad to leave behind all my friends from years within the music department as well as the year form ive worked with for years and my amazing violin pupils,sadness
i may notice that you feel aggravated or joyful or whatever it is that youre feeling,anger
i am angry that my employers do not invest in us at all training pay increases bank holidays and it feels like injustice so i feel helpless,fear
i found some four ply tweedy yarn from rowan that i thought would be just the right thing for that flying fans shawl i started but didnt feel was very successful in the yarn that i had a href http,joy
i feel like in order to live a compassionate life this is an essential piece of the puzzle for me,love
i found myself feeling a little discouraged that morning,sadness
im with you i feel like were always entertained simply because were content just being with each other,joy
im feeling to what im watching and reading beware here be spoilers and music that im loving to listen to,love
i make my intentions known here i feel rotten if i dont go,sadness
im feeling so jaded right now,sadness
i still feel heartbroken over alot,sadness
i don t like to feel embarrassed when my kids watch it,sadness
i reach for your hand feel its warmth sense a strange mysterious connection the greater sea of lives intimately shared and buoyed by a wave of love hope and joy surrender to its greater transcendent surge letting it take me wherever it will,fear
i carry the usual guilt of feeling selfish and self centered if i spend time or anything on myself,anger
i cry when i think of the utter devastation my mum will feel to lose her beloved companion of years,joy
i could go on further but i feel like i ve tortured you enough for one day,anger
i feel i was unfortunate with both mister magnum and sounds of cheers travelling well for long periods of the race,sadness
i feel nervous for our hyenas,fear
i can only imagine the countless law suits and counter law suits based on people feeling boo hoo hoo that their precious civil rights had been violated,joy
i feel very blessed and lucky to have found a true old soul,joy
i feel very uncomfortable around people with down syndrome,fear
i feel fearless when i am right,joy
i feel like it blog april a wonderful spring weekend filed under a href http karmardav,joy
i allowed myself to feel the really shitty feelings while i was running because a the endorphins were flowing so it hurt less and b so i could pretend i was running away from them,sadness
i see jacque i feel extremely guilty because she still hasn t forgiven me,sadness
i really hope you like my card and feel inspired to make christmas cards and a href http papermakeupstamps,joy
i have days weeks when i feel a little deprived,sadness
i have just had such a crappy week that i am still feeling all agitated and like the day wasn t what i wanted,fear
i could feel he divine blessing on me for the tryst,joy
i smile i feel gorgeous,joy
i feel i am beyond pissed off disappointed frustrated with myself,anger
i get so irritated with the fact that i am a feeling emotional person but can t cope with feelings of rejection,sadness
i always feel a little ashamed of my american history knowledge so i like to learn more when i can,sadness
i like that i don t feel pressured yet i like spending time with him,fear
i feel like it only had created in me a more grumpy state at the meanness around me,anger
i feel embarrassed for others that something so small makes them feel awkward,sadness
i feel the pain but with my family and friends support make it sure that no negative thoughts overtake me,joy
i feel helpless as her mother i should be able to take the pain away as a small child i could do this but she is a young adult now the same age i was when i had her and it hurts to see her in pain,fear
i know how it feels when i have read someone suffering in pain mentally,sadness
i even feel her hair looks superior here,joy
i feel disgusted embarrased and sad about how i handled the situation,anger
i go to bed feeling very distraught otherwise,fear
i get the nasty feeling that my posts are boring the pants off everyone,sadness
i realized grudgingly that a feeling of discontent had begun to rise in me,sadness
i feel when the super exciting sensory bombardment is over,joy
i like to slump into when i m feeling precious,joy
i feel super bad that thanksgiving seems to disappear more and more each year but i would be lying if i said that i werent excited for official christmas time,joy
when they phoned me from greatbritain to tell me that i could go there,joy
i feel amped and im inspired,joy
i am feeling really carefree and today was really carefree,joy
i love it here even when i am feeling discouraged,sadness
i think that blogging will be a good way of writing because etries should be short so i won t feel over burdened by the amount of writing i have to do,sadness
i wasnt feeling at all irritated,anger
i no longer have summer vacation like when i was in school summer still has a feeling of relaxation and being carefree,joy
i havent been feeling very sociable lately so im sorry if im hard to get a hold of,joy
i feel bad for the creature,sadness
i lay here still awake i find myself feeling unhappy,sadness
i feel like im putting an innocent man on death row,joy
i feel hesitant to tell them the truth about leaving the house to get the toy,fear
i feel like were hitting this sweet spot ds is going to rd grade ds is going to st and dd is headed for her last year of preschool,love
i feel they will develop a friendly connection as time progresses,joy
i am horrible about articulating my feelings particularly verbally sometimes i cant even remember incidents just that i was mad at something,anger
i got a bad feeling ryodan doesn t plan to leave me alone in there too long with all those computers,sadness
i assert it is better to feel rich than to be rich,joy
i think im allowing myself to feel this way because im not heartbroken,sadness
i feel rotten and my frustration manifests as annoyance and anger but yet they still keep on helping,sadness
i feel bitter and jealous,anger
i an expert on feeling rushed and anxious on getting worked up and frustrated because i feel overwhelmed with my job,anger
im not sure if it has something to do with venus being so close but i have been feeling so depressed,sadness
im feeling a bit uncertain its comforting to me to draw these trusty old louche animals,fear
i feel pretty passionate about is helping people,joy
i feel a bit naughty like ive snuck into my parents room snooping for christmas presents or something,love
i cant wait to feel her innocent spirit,joy
ive been feeling very sentimental and reflective the past few days,sadness
i did feel a little lighter in spirit now that i knew that neither he nor warrick despised me for my incredible naivety and stupidity,anger
i cherish that feeling of babies asleep on my chest their amazingly sweet breath and the feeling they give me of i am needed,love
ive just come back from work and now im not in again saturday so im going to spend my time playing some games and tidying up the flat a bit its nice to just feel relaxed and in control for a change,joy
i miss the feeling of feeling amazing,surprise
i feel charming today and dont really want to be a part of what im supposed to be a part of tonight,joy
i feel dirty rel bookmark i feel dirty i feel gross poaching vicarious threads from agtalk but i can t resist,sadness
i feel like im almost uh afraid of everything so to speak,fear
i drove us to the car parts place and terry feels like im safe to drive again so yippee,joy
i had and not having any lingering feelings nor longing for anyone,love
i do feel picoult is a talented writer the subject matter put me in a state of depression,joy
i feel ungrateful for complaining but i also feel cheated by sitting here quietly,sadness
i struggled to feel any empathy for any of the characters the main characters anyway while the supporting cast were much more interesting in some ways,joy
i know i have been affected by it and the importance of beauty is embedded so deeply in me that i don t think i will ever stop feeling inadequate in some ways for not measuring up to society s narrow and unattainable view of beauty,sadness
i don t feel like i am writing lyrics that are particularly special except that i am just hopeful that someone can connect with and get something out of what i m saying or writing about,joy
i feel like when you only have one child that the time you have with them is all the more precious,joy
i feel shocked have i become that old,surprise
i was tired of feeling hurt,sadness
i feel a bit like franz liebkind in the producers not many people know it but the fuhrer was a terrific dancer,joy
i am feeling a little uncertain as i am waiting to hear from my land lady to confirm a date and receive my contract,fear
i may not feel amazing all the time but i am capable of much more than just lighting another cigarette,joy
i am feeling a little overwhelmed by christmas knitting especially since i started cross stitching and thats taking half my free time i went idea shopping today though and i am starting to feel a little better about the situation,fear
im feeling so insecure financially right now that i dont want to spend the,fear
i feel so so tortured by looking at the lecture notes and nothing is going in except for my holiday plans,anger
i feel he has been a terrific captain and hes played very well for us taylor said,joy
im feeling rather impatient with these rainbows bursting in my veins,anger
i feel weird having to yank it down and readjust it at points,fear
i no longer had to walk through the alleys of the slowly gentrified ghettos of my city to find one artist with a muffin top who took nude photos to make me feel like my body was acceptable and sadly not unique,joy
i attempted to call my mom to talk to her but she answered the phone with suck fake regard for my feelings she had her jolly voice on and i just told her nevermind and she said okay i have a couple guests walking through the door so i have to go and feed them some pie,joy
i must find a way to accept these limitations until they are older without feeling held back or resentful,anger
i still well feel quite ok with my results,joy
i really like how the special edition really does feel special with songs on it,joy
i can eat plenty of it and feel totally satisfied i dont need to understand how it all works,joy
i am thinking about md who was there for me through my teen years offering guidance and support and making me feel special making me feel like i matter,joy
im starting to feel a bit jaded,sadness
i was feeling remarkably calm at this point,joy
id been struggling with feeling highly irritable toward my husband,anger
im feeling quite agitated irritated amp annoyed,fear
i am by no means very claustrophobic when crunched up like that i can t help but feel a little agitated,fear
i was tired of feeling unloved and broken and thought maybe that was the way out,sadness
i feel so strange and sick i have to wake up in three hours seems like everything runs in threes now days t r e e s,surprise
ive been feeling terrific recently because i have the worlds best friends around me who make me feel be,joy
i feel so lucky that my parents made a point to take us everywhere and anywhere they could,joy
i have a feeling that the smell is not going to be pleasant,joy
i feel like im in some weird dreamworld where i can do absolutely anything,surprise
i feel sad and discouraged,sadness
i also feel terrified but i ve found that since i ve started saying i m terrified out loud i feel less terrified,fear
i enjoy hearing the faith stories of other believers sometimes these stories leave me feeling inadequate and guilty,sadness
i want to be in the future years some of you made me feel amazing and some of you are the best friends i could ever ask for,joy
i remember feeling the most terrified i had ever felt in my entire life and that its still affecting me now but ive never thought it accounted to trauma,fear
i do feel bad,sadness
i also feel overwhelmed by to do lists,fear
i can barely stand the sight of a dog wearing a choke collar because i feel the dog s suffering,sadness
i might have left you feeling disappointed especially if you were anticipating for pics videos,sadness
i do feel slightly ungrateful about it but i can only spend so much time with them before going mad,sadness
i have a feeling if he balks at the soup it will be divine enough for me to finish all by myself,joy
i am feeling quite disorganised and distracted and i wish i could answer some of the questions i seem to be unable to block out or forget or answer with logical answers uuuugh,anger
im very very very very sorry i havent been feeling very well,joy
im then left feeling quite embarrassed as i say that nothings new,sadness
i feel like i enter his class petrified that im going to do or say something that will make him think less of me,fear
i just hope we can help him feel less afraid and more supported and loved,fear
im not feeling obnoxious with myself anymore,anger
i feel reluctant to join the class trip to beijing,fear
i got a stitch in my side during the first mile couldnt feel my feet it was so cold etc etc,anger
i listen although i don t feel very brave about it feeling skeptical about its possibilities here,joy
i realized i was a total idiot and forgot clarinet choir making me feel even more idiotic and stupid then i already was,sadness
when i heard about the treatment of a friend in jail really inhuman i never realised that such things also happen in the netherlands,anger
i don t know i feel confused,fear
i feel like my heart broke telling my children she continued,sadness
i feel discouraged when being peter varvel isnt good enough i put on a persona someone who inspires me whether theyre real or imagined,sadness
i remember what this feels like from a fan perspective because i lived in chicago all through the michael jordan chicago bulls era and i still have fond memories of those days but today belongs to the celtics and i tip my cap to them,love
ive always felt like ill finish my masters i was raised and told that its really important to finish university and i kinda feel like im intelligent enough to really finish it see my pride,joy
i feel extremely mind fucked,anger
i didnt feel any emotional pulls toward anyone except the lord,sadness
i feel glad that justice will be served west said,joy
i am happy with the news comeback i am feeling agitated with some fangirls,anger
i can t help but think what they must be feeling with the loss of jon s talented advanced horse coupled with the joy of a new baby on the way such a mixture of extreme emotions,joy
i am not feeling more and more freaking relaxed,joy
i just feel so listless and lost,sadness
i feel it is unfortunate that in the end my year old will hate her father unless he ceases to use his daughter as a pawn to impress these women while she s still young enough to not realize what is really going on,sadness
im feeling really contented by myself because i havent spent a single cent for the past days,joy
i do love life and i do love to laugh and i enjoy the funny side of things because honestly if i dont look at the funny side of things i would spend the majority of my life feeling pissed off over the stupid things that people do,anger
i feel that i ve been very gracious in not freaking out about finances so if you saw it fit to smooth things over monetarily i wouldn t say no,joy
i believe a lot of girls feel this way especially when they are feeling really low about themselves,sadness
