Post_Text,Emotions
i am already feeling so tortured for having to wait for the results i need to sleep early coz i wake up at am these days,anger
i can remember mailing my first notice of intent into the school board and feeling terribly rebellious and nervous,anger
i feel so isolated cut off out of sinc,sadness
i feel dirty and ashamed for saying that,sadness
i had been feeling which was longing to be able to put my comfy amp forgiving yoga pants on at the end of the work day,love
i knew i was feeling agitated irritated and depressed all at the same time,anger
i have found my core i even painted it and it is a beautiful glowing warm place that i see and feel as this gorgeous orange energy,joy
i manage feelings for prince charming and the boy,joy
im feeling kind of irritated that the school year is over halfway over and all hes been getting is speech,anger
i dont know i think her choice was the right one i do know how it feels to have to find a community in which you are valued taken seriously and appreciated,joy
i dont have training to count on to see the girls i feel even more miserable,sadness
i mean if someone wrote fanfiction about my book and made my villain gay for say druian i d be sitting there reading it and feeling furious,anger
i am feeling rejection low self esteem and purposeless,sadness
i didnt feel as if i impressed the motherlover,surprise
i love that giddy feeling of finding someone a little bit cute and wanting to know more about them,joy
im dealing with issues that have me feeling kind of depressed and it stormed rained all afternoon not helping things,sadness
i feel the need to write i always want to write in a clever way,joy
i was feeling on the upswing and mentally i felt well stable,joy
im tired of feeling lethargic hating to work out and being broke all the time,sadness
i hope you do because otherwise your wife will start to feel if she hasn t already unimportant in your life,sadness
im feeling less grumpy after that,anger
i feel ecstatic and light as air,joy
i have told about this to one of my closest friend and well i am feeling somewhat scared to entrust my secret someone else but at the same time i am also feeling better thinking that now i have someone to share my feeling about that someone special,fear
im not sure why at i still feel as if i need to be socially accepted,joy
i realize that while i am feeling generous i should definitely get myself some shoes it has been over a year and i do not have any for the fall,joy
i have a feeling there will be many sarcastic quotes in this and future posts about him yikes,anger
i feel a little bit depressed for that reason alone,sadness
i feel less hesitant predicting that the oeuvre of nick dewitt will continue to bear fruits that seem to come from distant times forward and or back,fear
i suspect that it will really appeal to christian readers but as an atheist i ended up feeling insulted by its religious message and its treatment of the topic,anger
i can only feel rejected and tossed aside and hurt for so long before i get enough guts to just pick up and move on,sadness
i talked to my parents about the fact that i was no longer having any romantic feelings or desires for affection with my beloved and that i wanted to break up with him because i was feeling like i was playing him because the emotions weren t there,love
i feel like im perpetually half watching a sad movie,sadness
i feel so brave and courageous of the tiny me,joy
i really forgot how it feels to laugh sincerely and he is the one who make my sincere laughter come back,joy
i feel at this point i have to give some credit to my beloved former teacher ajahn brahmavamso as well as all other little and big gurus and lovers i had in my life,love
i know sweetie turning in a month but you re still years old it s hard to comprehend what s going on except that the feeling isn t pleasant,joy
i feel a sort of sweet relief when i look around and realize that or house looks like a home not a radio shack and that makes me happy,love
i don t feel disgusted with it by then it s safe to try writing,anger
im feeling kinda grumpy so im going to post videos that cheer me up,anger
i say this mostly because i wasnt feeling so well later that evening,joy
i feel like the lame man at the beautiful gate leading to the temple,sadness
i feel peaceful and prepared to face the day,joy
i feel this isn t part of the agreement this isn t the casual friendship we built up to make being around each other bearable,joy
i ahem guess i havent been feeling compassionate,love
i feel a little bit more nostalgic when those memories come to mind,love
i cant feel remorseful for saying it,sadness
i have a feeling some violent surprises are in the offing,anger
i expected to feel more but nope i dont and thats a pleasant surprise,joy
i hate him and the feeling is pretty mutual i find him obnoxious and he thinks im a bitch once again it has nothing to do with what happened and nobody thinks less of anybody because of it,anger
i feel like i have to fucking go back and clarify every statement so that i dont get people agitated,anger
i feel ok about this work because it is not so bad and it is not so good,joy
i told her that i woke up feeling mad that i am a woman and that i am probably always going to have to worry about being raped,anger
i can be mettaful and be feeling crappy,sadness
i still feel crappy ill take it as a sign that i need to get things finalized here for the kid,sadness
when i noticed two spiders running on the floor in different directions,anger
i see you the light in the room brightens i get a glow in my eyes i feel ecstatic,joy
i feel not worthwhile,joy
i feel like thats petty so i convince myself that i dont give a shit,anger
i remember feeling disheartened one day when we were studying a poem really dissecting it verse by verse stanza by stanza,sadness
i felt ashamed of these feelings and was scared because i knew that something wrong with me and thought i might be gay,fear
i feel enough something way deeper and sincere than love,joy
i dont agree with this neo religious terminology or practice as i feel if one is to be faithful to a certain custom how is it believed that say a year old modification in commandment will be just as or more bona fide and sacred than its original gesture,joy
i feel depressed i am in despair why does it have to be this way why didn t they start treatment earlier,sadness
i allow that mormonism is crazy i feel like krakauer almost randomly chose a religion to pick apart and deem violent,anger
i legislators certainly feel they need this protection given the fact that car bombings blamed on al qaeda in iraq continue to hit iraqi cities and the parliamentary building itself was bombed in by a suicide bomber though not a vehicle bomb,sadness
i feel like im caring about my body not in just an attempt to be the right size but to feel good and have a full life,love
i feel need to be stressed to be shared,anger
i feel a strong shift recently,joy
i feel assaulted by all directions,sadness
i have tuned in to some country music the past year but it has only left me feeling empty,sadness
i constantly feel these fits of discontent,sadness
i guess it s all about trying to internalize the serenity prayer without also feeling walked over and abused,sadness
i don t want you my reader friends to feel like you need to feel sorry for me,sadness
i don t like it when things feel as if they re being rushed,anger
i think i should ignre this feeling for the sake of our precious friendship,joy
i feel about one of my most beloved songs of all time,love
i feel like many times when i m generous with whatever i feel like i ve kept track of things i ve given them or given up for them and have a tally of what they owe me,joy
i have a feeling a forks version of that charming little tale will happen soon,joy
i know how i feel about spamming when it happens to me and i was not impressed,surprise
i would definitely recommend reading this especially if you are going through some trying times or feeling a bit hopeless and overwhelmed,sadness
i did things that i always wondered about and now feel remorseful for,sadness
i feel the cool water on my skin and the sun hugging me in warm comfort,joy
i feel like being sincere i am speechless lacking in my ability to combine meaningless characters into a diagram of thoughts,joy
i just want to stop feeling this terrified of the unknown,fear
i feel so disgusted with myself for feeling the way i do,anger
im at work and hes at school most likely feeling like garbage and suffering through his day when he really should be home snuggled up in bed with his mom making him chicken soup for lunch,sadness
i really do feel so peaceful right now as i type this,joy
i feel try to tell me im ungrateful tell me im basically the worst daughter sister in the world,sadness
i do like that but it just makes me feel so unimportant,sadness
i couldn t help but feel as if rin was not as strong as a protagonist as isi enna or razo i did end up finding a lot to like in forest born,joy
i leave class feeling more confused every week,fear
i feel relieved when she goes to bed because shes worn me out but im always excited to get her out of her crib the next day even when she wakes us up earlier than we want,joy
im just feeling personally devastated that this happened at my college in the school im studying under,sadness
one afternoon,fear
i feel like ive been tortured in my sleep lately and im not quite sure why,fear
i was doing less yoga and feeling more agitated by my impetuous decision,fear
i woke up feeling groggy and in so much pain,sadness
i feel rich for a special occasion i will buy crab,joy
im feeling quite well acquainted with,joy
i feel sort of like a proud mama duck watching her chicks grow,joy
im still not a fan but i feel less agonized by it and the teachers comments after the fact made the struggle really worth it,sadness
i was feeling sorry for myself why me,sadness
i feel in love with a cute little maltese,joy
i feel a little lame admitting it because these are not high ticket price items however i didnt want to buy both so i had to make a choice,sadness
i feel stumble a class content link href https plusone,joy
i am right now made me feel special,joy
i went through quite a few years of feeling too scared to create,fear
i do not know if ill ever get used of feeling inadequate in as much that ive always prided myself to be a person who have somehow already established himself in a cut throat industry where second guessing your expertise and decision can ruin global corporations,sadness
i feel most frightened,fear
i cant tell you what this feels like on the face but it certainly felt wonderful on my body,joy
i feel very vulnerable and exposed too when i was in school i never thought this was how my life was going to be,fear
